Unnamed: 0.1,Unnamed: 0,KEY,ID,Day_GMS,Date_GMS,Day_Type,ID_Trip_Days,Type_Trip_OD,Area_O,Area_D,Code_INSEE_O,Code_INSEE_D,Zone_O,Zone_D,Date_O,Time_O,Date_D,Time_D,Duration,Purpose_O,Purpose_D,Main_Mode,Mode_1,Mode_2,Mode_3,Mode_4,Mode_5,Weight_Day
8382,8382,46_0872-samedi-44884-2,46_0872,Saturday,2022-11-19,Normal,2,Internal,PARIS-12E-ARRONDISSEMENT,PARIS-12E-ARRONDISSEMENT,75112,75112,PARIS,PARIS,2022-11-19,11:42:00,2022-11-19,11:47:00,5.0,PURCHASE,RETURN_HOME,WALKING,WALKING,,,,,272.60781099
8383,8383,46_0872-samedi-44884-3,46_0872,Saturday,2022-11-19,Normal,3,Internal,PARIS-12E-ARRONDISSEMENT,PARIS-12E-ARRONDISSEMENT,75112,75112,PARIS,PARIS,2022-11-19,12:02:00,2022-11-19,12:16:00,14.0,DEPART_HOME,PURCHASE,ELECT_BIKE,ELECT_BIKE,,,,,272.60781099
8384,8384,46_0872-samedi-44884-4,46_0872,Saturday,2022-11-19,Normal,4,Internal,PARIS-12E-ARRONDISSEMENT,PARIS-12E-ARRONDISSEMENT,75112,75112,PARIS,PARIS,2022-11-19,12:32:00,2022-11-19,12:50:00,18.0,PURCHASE,PURCHASE,ELECT_BIKE,ELECT_BIKE,,,,,272.60781099
8385,8385,46_0872-samedi-44884-5,46_0872,Saturday,2022-11-19,Normal,5,Internal,PARIS-12E-ARRONDISSEMENT,NANTERRE,75112,92050,PARIS,IS,2022-11-19,13:24:00,2022-11-19,14:10:00,46.0,PURCHASE,LEISURE,TRAIN,TRAIN,SUBWAY,,,,272.60781099
8386,8386,46_0872-samedi-44884-6,46_0872,Saturday,2022-11-19,Normal,6,Internal,NANTERRE,PARIS-12E-ARRONDISSEMENT,92050,75112,IS,PARIS,2022-11-19,22:45:00,2022-11-19,23:30:00,45.0,LEISURE,RETURN_HOME,TRAIN,SUBWAY,TRAIN,,,,272.60781099
8387,8387,46_0872-dimanche-44885-1,46_0872,Sunday,2022-11-20,Normal,1,Internal,PARIS-12E-ARRONDISSEMENT,PARIS-12E-ARRONDISSEMENT,75112,75112,PARIS,PARIS,2022-11-20,11:15:00,2022-11-20,11:33:00,18.0,DEPART_HOME,PURCHASE,WALKING,WALKING,,,,,266.00983994
8388,8388,46_0872-dimanche-44885-2,46_0872,Sunday,2022-11-20,Normal,2,Internal,PARIS-12E-ARRONDISSEMENT,PARIS-12E-ARRONDISSEMENT,75112,75112,PARIS,PARIS,2022-11-20,12:07:00,2022-11-20,12:22:00,15.0,PURCHASE,RETURN_HOME,WALKING,WALKING,,,,,266.00983994
8549,8549,46_0879-lundi-44879-1,46_0879,Monday,2022-11-14,Normal,1,Internal,PARIS-19E-ARRONDISSEMENT,PARIS-10E-ARRONDISSEMENT,75119,75110,PARIS,PARIS,2022-11-14,07:30:00,2022-11-14,07:49:00,19.0,DEPART_HOME,WORK,TRAIN,SUBWAY,TRAIN,,,,1065.8337975
8550,8550,46_0879-lundi-44879-2,46_0879,Monday,2022-11-14,Normal,2,Internal,PARIS-10E-ARRONDISSEMENT,PARIS-19E-ARRONDISSEMENT,75110,75119,PARIS,PARIS,2022-11-14,16:36:00,2022-11-14,16:55:00,19.0,WORK,RETURN_HOME,TRAIN,SUBWAY,TRAIN,,,,1065.8337975
8551,8551,46_0879-mardi-44880-PDT,46_0879,Tuesday,2022-11-15,Normal,No_Traces,,,,,,,,,,,,,,,,,,,,,0.0
8552,8552,46_0879-mercredi-44881-PDT,46_0879,Wednesday,2022-11-16,Normal,No_Traces,,,,,,,,,,,,,,,,,,,,,0.0
8553,8553,46_0879-jeudi-44882-1,46_0879,Thursday,2022-11-17,Normal,1,Internal,PARIS-19E-ARRONDISSEMENT,PARIS-10E-ARRONDISSEMENT,75119,75110,PARIS,PARIS,2022-11-17,07:35:00,2022-11-17,07:43:00,8.0,DEPART_HOME,WORK,TRAIN,SUBWAY,TRAIN,,,,1038.0519671
8554,8554,46_0879-jeudi-44882-2,46_0879,Thursday,2022-11-17,Normal,2,Internal,PARIS-10E-ARRONDISSEMENT,PARIS-10E-ARRONDISSEMENT,75110,75110,PARIS,PARIS,2022-11-17,11:50:00,2022-11-17,12:07:00,17.0,WORK,PURCHASE,SUBWAY,SUBWAY,,,,,1038.0519671
8555,8555,46_0879-jeudi-44882-3,46_0879,Thursday,2022-11-17,Normal,3,Internal,PARIS-10E-ARRONDISSEMENT,PARIS-10E-ARRONDISSEMENT,75110,75110,PARIS,PARIS,2022-11-17,14:37:00,2022-11-17,14:50:00,13.0,PURCHASE,WORK,SUBWAY,SUBWAY,,,,,1038.0519671
8556,8556,46_0879-jeudi-44882-4,46_0879,Thursday,2022-11-17,Normal,4,Internal,PARIS-10E-ARRONDISSEMENT,PARIS-19E-ARRONDISSEMENT,75110,75119,PARIS,PARIS,2022-11-17,16:39:00,2022-11-17,16:51:00,12.0,WORK,RETURN_HOME,WALKING,WALKING,,,,,1038.0519671
8557,8557,46_0879-jeudi-44882-5,46_0879,Thursday,2022-11-17,Normal,5,Internal,PARIS-19E-ARRONDISSEMENT,PARIS-19E-ARRONDISSEMENT,75119,75119,PARIS,PARIS,2022-11-17,18:19:00,2022-11-17,18:38:00,19.0,DEPART_HOME,LEISURE,SUBWAY,SUBWAY,,,,,1038.0519671
8558,8558,46_0879-jeudi-44882-6,46_0879,Thursday,2022-11-17,Normal,6,Internal,PARIS-19E-ARRONDISSEMENT,PARIS-19E-ARRONDISSEMENT,75119,75119,PARIS,PARIS,2022-11-17,18:41:00,2022-11-17,19:01:00,20.0,LEISURE,RETURN_HOME,SUBWAY,SUBWAY,,,,,1038.0519671
8559,8559,46_0879-vendredi-44883-PDT,46_0879,Friday,2022-11-18,Normal,No_Traces,,,,,,,,,,,,,,,,,,,,,0.0
8560,8560,46_0879-samedi-44884-PDT,46_0879,Saturday,2022-11-19,Normal,No_Traces,,,,,,,,,,,,,,,,,,,,,0.0
8561,8561,46_0879-dimanche-44885-1,46_0879,Sunday,2022-11-20,Normal,1,Internal,PARIS-19E-ARRONDISSEMENT,PARIS-19E-ARRONDISSEMENT,75119,75119,PARIS,PARIS,2022-11-20,14:07:00,2022-11-20,14:27:00,20.0,DEPART_HOME,LEISURE,WALKING,WALKING,,,,,1356.9874409
8562,8562,46_0879-dimanche-44885-2,46_0879,Sunday,2022-11-20,Normal,2,Internal,PARIS-19E-ARRONDISSEMENT,PARIS-19E-ARRONDISSEMENT,75119,75119,PARIS,PARIS,2022-11-20,14:44:00,2022-11-20,15:07:00,23.0,LEISURE,RETURN_HOME,WALKING,WALKING,,,,,1356.9874409
8631,8631,46_0883-lundi-44879-PDT,46_0883,Monday,2022-11-14,Normal,No_Traces,,,,,,,,,,,,,,,,,,,,,0.0
8632,8632,46_0883-mardi-44880-PDT,46_0883,Tuesday,2022-11-15,Normal,No_Traces,,,,,,,,,,,,,,,,,,,,,0.0
8633,8633,46_0883-mercredi-44881-PDT,46_0883,Wednesday,2022-11-16,Normal,No_Traces,,,,,,,,,,,,,,,,,,,,,0.0
8634,8634,46_0883-jeudi-44882-1,46_0883,Thursday,2022-11-17,Normal,1,Internal,PARIS-15E-ARRONDISSEMENT,PARIS-7E-ARRONDISSEMENT,75115,75107,PARIS,PARIS,2022-11-17,08:35:00,2022-11-17,08:55:00,20.0,DEPART_HOME,WORK,SUBWAY,SUBWAY,,,,,240.66331601
8635,8635,46_0883-jeudi-44882-2,46_0883,Thursday,2022-11-17,Normal,2,Internal,PARIS-7E-ARRONDISSEMENT,PARIS-7E-ARRONDISSEMENT,75107,75107,PARIS,PARIS,2022-11-17,09:20:00,2022-11-17,09:30:00,10.0,WORK,BUSINESS,WALKING,WALKING,,,,,240.66331601
8636,8636,46_0883-jeudi-44882-3,46_0883,Thursday,2022-11-17,Normal,3,Internal,PARIS-7E-ARRONDISSEMENT,PARIS-7E-ARRONDISSEMENT,75107,75107,PARIS,PARIS,2022-11-17,12:52:00,2022-11-17,13:02:00,10.0,BUSINESS,WORK,WALKING,WALKING,,,,,240.66331601
8637,8637,46_0883-jeudi-44882-4,46_0883,Thursday,2022-11-17,Normal,4,Internal,PARIS-7E-ARRONDISSEMENT,PARIS-7E-ARRONDISSEMENT,75107,75107,PARIS,PARIS,2022-11-17,13:37:00,2022-11-17,13:45:00,8.0,WORK,PURCHASE,WALKING,WALKING,,,,,240.66331601
8638,8638,46_0883-jeudi-44882-5,46_0883,Thursday,2022-11-17,Normal,5,Internal,PARIS-7E-ARRONDISSEMENT,PARIS-7E-ARRONDISSEMENT,75107,75107,PARIS,PARIS,2022-11-17,13:50:00,2022-11-17,13:58:00,8.0,PURCHASE,WORK,WALKING,WALKING,,,,,240.66331601
8639,8639,46_0883-jeudi-44882-6,46_0883,Thursday,2022-11-17,Normal,6,Internal,PARIS-7E-ARRONDISSEMENT,PARIS-15E-ARRONDISSEMENT,75107,75115,PARIS,PARIS,2022-11-17,17:56:00,2022-11-17,18:27:00,31.0,WORK,PURCHASE,SUBWAY,SUBWAY,,,,,240.66331601
8640,8640,46_0883-jeudi-44882-7,46_0883,Thursday,2022-11-17,Normal,7,Internal,PARIS-15E-ARRONDISSEMENT,PARIS-15E-ARRONDISSEMENT,75115,75115,PARIS,PARIS,2022-11-17,18:30:00,2022-11-17,18:37:00,7.0,PURCHASE,RETURN_HOME,WALKING,WALKING,,,,,240.66331601
8641,8641,46_0883-jeudi-44882-8,46_0883,Thursday,2022-11-17,Normal,8,Internal,PARIS-15E-ARRONDISSEMENT,PARIS-15E-ARRONDISSEMENT,75115,75115,PARIS,PARIS,2022-11-17,19:30:00,2022-11-17,19:45:00,15.0,DEPART_HOME,OTHER,WALKING,WALKING,,,,,240.66331601
8642,8642,46_0883-jeudi-44882-9,46_0883,Thursday,2022-11-17,Normal,9,Internal,PARIS-15E-ARRONDISSEMENT,PARIS-15E-ARRONDISSEMENT,75115,75115,PARIS,PARIS,2022-11-17,19:45:00,2022-11-17,20:00:00,15.0,OTHER,RETURN_HOME,WALKING,WALKING,,,,,240.66331601
8643,8643,46_0883-jeudi-44882-10,46_0883,Thursday,2022-11-17,Normal,10,Internal,PARIS-15E-ARRONDISSEMENT,PARIS-15E-ARRONDISSEMENT,75115,75115,PARIS,PARIS,2022-11-17,22:30:00,2022-11-17,22:45:00,15.0,DEPART_HOME,OTHER,WALKING,WALKING,,,,,240.66331601
8644,8644,46_0883-jeudi-44882-11,46_0883,Thursday,2022-11-17,Normal,11,Internal,PARIS-15E-ARRONDISSEMENT,PARIS-15E-ARRONDISSEMENT,75115,75115,PARIS,PARIS,2022-11-17,22:45:00,2022-11-17,23:00:00,15.0,OTHER,RETURN_HOME,WALKING,WALKING,,,,,240.66331601
8645,8645,46_0883-vendredi-44883-PDT,46_0883,Friday,2022-11-18,Normal,No_Traces,,,,,,,,,,,,,,,,,,,,,0.0
8646,8646,46_0883-samedi-44884-1,46_0883,Saturday,2022-11-19,Normal,1,Internal,PARIS-15E-ARRONDISSEMENT,PARIS-15E-ARRONDISSEMENT,75115,75115,PARIS,PARIS,2022-11-19,17:32:00,2022-11-19,17:39:00,7.0,DEPART_HOME,OTHER,WALKING,WALKING,,,,,325.0536277
8647,8647,46_0883-samedi-44884-2,46_0883,Saturday,2022-11-19,Normal,2,Internal,PARIS-15E-ARRONDISSEMENT,PARIS-15E-ARRONDISSEMENT,75115,75115,PARIS,PARIS,2022-11-19,18:07:00,2022-11-19,18:19:00,12.0,OTHER,RETURN_HOME,WALKING,WALKING,,,,,325.0536277
8648,8648,46_0883-samedi-44884-3,46_0883,Saturday,2022-11-19,Normal,3,Internal,PARIS-15E-ARRONDISSEMENT,PARIS-15E-ARRONDISSEMENT,75115,75115,PARIS,PARIS,2022-11-19,21:39:00,2022-11-19,21:45:00,6.0,DEPART_HOME,LEISURE,WALKING,WALKING,,,,,325.0536277
8649,8649,46_0883-samedi-44884-4,46_0883,Saturday,2022-11-19,Normal,4,Internal,PARIS-15E-ARRONDISSEMENT,PARIS-15E-ARRONDISSEMENT,75115,75115,PARIS,PARIS,2022-11-19,23:26:00,2022-11-19,23:48:00,22.0,LEISURE,OTHER,WALKING,WALKING,,,,,325.0536277
8650,8650,46_0883-samedi-44884-5,46_0883,Saturday,2022-11-19,Normal,5,Internal,PARIS-15E-ARRONDISSEMENT,PARIS-15E-ARRONDISSEMENT,75115,75115,PARIS,PARIS,2022-11-20,00:20:00,2022-11-20,00:35:00,15.0,OTHER,RETURN_HOME,WALKING,WALKING,,,,,325.0536277
8651,8651,46_0883-dimanche-44885-PDT,46_0883,Sunday,2022-11-20,Normal,No_Traces,,,,,,,,,,,,,,,,,,,,,0.0
8738,8738,46_0888-lundi-44879-PDT,46_0888,Monday,2022-11-14,Normal,No_Traces,,,,,,,,,,,,,,,,,,,,,0.0
8739,8739,46_0888-mardi-44880-1,46_0888,Tuesday,2022-11-15,Normal,1,Internal,PARIS-13E-ARRONDISSEMENT,PARIS-8E-ARRONDISSEMENT,75113,75108,PARIS,PARIS,2022-11-15,10:00:00,2022-11-15,10:40:00,40.0,DEPART_HOME,WORK,SUBWAY,SUBWAY,BUS,,,,237.68703555
8740,8740,46_0888-mardi-44880-2,46_0888,Tuesday,2022-11-15,Normal,2,Internal,PARIS-8E-ARRONDISSEMENT,PARIS-10E-ARRONDISSEMENT,75108,75110,PARIS,PARIS,2022-11-15,16:30:00,2022-11-15,17:00:00,30.0,WORK,BUSINESS,SUBWAY,SUBWAY,,,,,237.68703555
8741,8741,46_0888-mardi-44880-3,46_0888,Tuesday,2022-11-15,Normal,3,Internal,PARIS-10E-ARRONDISSEMENT,PARIS-13E-ARRONDISSEMENT,75110,75113,PARIS,PARIS,2022-11-15,18:00:00,2022-11-15,19:07:00,67.0,BUSINESS,RETURN_HOME,SUBWAY,SUBWAY,,,,,237.68703555
8742,8742,46_0888-mercredi-44881-1,46_0888,Wednesday,2022-11-16,Normal,1,Internal,PARIS-13E-ARRONDISSEMENT,PARIS-8E-ARRONDISSEMENT,75113,75108,PARIS,PARIS,2022-11-16,09:30:00,2022-11-16,10:10:00,40.0,DEPART_HOME,WORK,SUBWAY,SUBWAY,BUS,,,,225.28315573
8743,8743,46_0888-mercredi-44881-2,46_0888,Wednesday,2022-11-16,Normal,2,Internal,PARIS-8E-ARRONDISSEMENT,PARIS-10E-ARRONDISSEMENT,75108,75110,PARIS,PARIS,2022-11-16,11:00:00,2022-11-16,11:30:00,30.0,WORK,ACCOM,WALKING,WALKING,,,,,225.28315573
8744,8744,46_0888-mercredi-44881-3,46_0888,Wednesday,2022-11-16,Normal,3,Internal,PARIS-10E-ARRONDISSEMENT,PARIS-13E-ARRONDISSEMENT,75110,75113,PARIS,PARIS,2022-11-16,18:00:00,2022-11-16,19:00:00,60.0,ACCOM,RETURN_HOME,SUBWAY,SUBWAY,BUS,,,,225.28315573
8745,8745,46_0888-jeudi-44882-1,46_0888,Thursday,2022-11-17,Normal,1,Internal,PARIS-8E-ARRONDISSEMENT,PARIS-8E-ARRONDISSEMENT,75108,75108,PARIS,PARIS,2022-11-17,10:00:00,2022-11-17,10:25:00,25.0,DEPART_HOME,WORK,SUBWAY,SUBWAY,TRAMWAY,,,,229.24703176
8746,8746,46_0888-jeudi-44882-2,46_0888,Thursday,2022-11-17,Normal,2,Internal,PARIS-8E-ARRONDISSEMENT,PARIS-8E-ARRONDISSEMENT,75108,75108,PARIS,PARIS,2022-11-17,18:42:00,2022-11-17,18:48:00,6.0,WORK,PURCHASE,WALKING,WALKING,,,,,229.24703176
8747,8747,46_0888-jeudi-44882-3,46_0888,Thursday,2022-11-17,Normal,3,Internal,PARIS-8E-ARRONDISSEMENT,PARIS-8E-ARRONDISSEMENT,75108,75108,PARIS,PARIS,2022-11-17,19:00:00,2022-11-17,19:25:00,25.0,PURCHASE,RETURN_HOME,SUBWAY,TRAMWAY,SUBWAY,,,,229.24703176
8748,8748,46_0888-vendredi-44883-1,46_0888,Friday,2022-11-18,Normal,1,Internal,PARIS-13E-ARRONDISSEMENT,PARIS-10E-ARRONDISSEMENT,75113,75110,PARIS,PARIS,2022-11-18,10:30:00,2022-11-18,11:09:00,39.0,DEPART_HOME,WORK,SUBWAY,SUBWAY,BUS,,,,229.74056446
8749,8749,46_0888-vendredi-44883-2,46_0888,Friday,2022-11-18,Normal,2,Internal,PARIS-10E-ARRONDISSEMENT,PARIS-8E-ARRONDISSEMENT,75110,75108,PARIS,PARIS,2022-11-18,11:23:00,2022-11-18,11:50:00,27.0,WORK,LEISURE,SUBWAY,SUBWAY,,,,,229.74056446
8750,8750,46_0888-vendredi-44883-3,46_0888,Friday,2022-11-18,Normal,3,Internal,PARIS-8E-ARRONDISSEMENT,PARIS-13E-ARRONDISSEMENT,75108,75113,PARIS,PARIS,2022-11-18,18:19:00,2022-11-18,18:56:00,37.0,LEISURE,RETURN_HOME,SUBWAY,SUBWAY,,,,,229.74056446
8751,8751,46_0888-samedi-44884-PDT,46_0888,Saturday,2022-11-19,Normal,No_Traces,,,,,,,,,,,,,,,,,,,,,0.0
8752,8752,46_0888-dimanche-44885-PDD,46_0888,Sunday,2022-11-20,Normal,No_Trip,,,,,,,,,,,,,,,,,,,,,287.95126569
8926,8926,46_0898-lundi-44879-1,46_0898,Monday,2022-11-14,Normal,1,Internal,PARIS-11E-ARRONDISSEMENT,PARIS-7E-ARRONDISSEMENT,75111,75107,PARIS,PARIS,2022-11-14,09:24:00,2022-11-14,09:49:00,25.0,DEPART_HOME,WORK,BIKE,BIKE,,,,,194.20576395
8927,8927,46_0898-lundi-44879-2,46_0898,Monday,2022-11-14,Normal,2,Internal,PARIS-7E-ARRONDISSEMENT,PARIS-11E-ARRONDISSEMENT,75107,75111,PARIS,PARIS,2022-11-14,19:30:00,2022-11-14,19:45:00,15.0,WORK,RETURN_HOME,BIKE,BIKE,,,,,194.20576395
8928,8928,46_0898-mardi-44880-1,46_0898,Tuesday,2022-11-15,Normal,1,Internal,PARIS-11E-ARRONDISSEMENT,PARIS-7E-ARRONDISSEMENT,75111,75107,PARIS,PARIS,2022-11-15,09:25:00,2022-11-15,09:54:00,29.0,DEPART_HOME,WORK,BIKE,BIKE,,,,,196.42569691
8929,8929,46_0898-mardi-44880-2,46_0898,Tuesday,2022-11-15,Normal,2,Internal,PARIS-7E-ARRONDISSEMENT,PARIS-7E-ARRONDISSEMENT,75107,75107,PARIS,PARIS,2022-11-15,19:14:00,2022-11-15,19:23:00,9.0,WORK,LEISURE,BIKE,BIKE,,,,,196.42569691
8930,8930,46_0898-mardi-44880-3,46_0898,Tuesday,2022-11-15,Normal,3,Internal,PARIS-7E-ARRONDISSEMENT,PARIS-11E-ARRONDISSEMENT,75107,75111,PARIS,PARIS,2022-11-15,23:47:00,2022-11-16,00:10:00,23.0,LEISURE,RETURN_HOME,BIKE,BIKE,,,,,196.42569691
8931,8931,46_0898-mercredi-44881-PDT,46_0898,Wednesday,2022-11-16,Normal,No_Traces,,,,,,,,,,,,,,,,,,,,,0.0
8932,8932,46_0898-jeudi-44882-1,46_0898,Thursday,2022-11-17,Normal,1,Internal,PARIS-11E-ARRONDISSEMENT,PARIS-7E-ARRONDISSEMENT,75111,75107,PARIS,PARIS,2022-11-17,09:21:00,2022-11-17,09:45:00,24.0,DEPART_HOME,WORK,BIKE,BIKE,,,,,190.11981372
8933,8933,46_0898-jeudi-44882-2,46_0898,Thursday,2022-11-17,Normal,2,Internal,PARIS-7E-ARRONDISSEMENT,PARIS-8E-ARRONDISSEMENT,75107,75108,PARIS,PARIS,2022-11-17,18:38:00,2022-11-17,18:55:00,17.0,WORK,LEISURE,SUBWAY,SUBWAY,,,,,190.11981372
8934,8934,46_0898-jeudi-44882-3,46_0898,Thursday,2022-11-17,Normal,3,Internal,PARIS-8E-ARRONDISSEMENT,PARIS-11E-ARRONDISSEMENT,75108,75111,PARIS,PARIS,2022-11-17,20:29:00,2022-11-17,21:01:00,32.0,LEISURE,RETURN_HOME,SUBWAY,SUBWAY,,,,,190.11981372
8935,8935,46_0898-jeudi-44882-4,46_0898,Thursday,2022-11-17,Normal,4,Internal,PARIS-11E-ARRONDISSEMENT,PARIS-11E-ARRONDISSEMENT,75111,75111,PARIS,PARIS,2022-11-17,22:39:00,2022-11-17,23:15:00,36.0,DEPART_HOME,OTHER,WALKING,WALKING,,,,,190.11981372
8936,8936,46_0898-jeudi-44882-5,46_0898,Thursday,2022-11-17,Normal,5,Internal,PARIS-11E-ARRONDISSEMENT,PARIS-11E-ARRONDISSEMENT,75111,75111,PARIS,PARIS,2022-11-17,23:17:00,2022-11-17,23:35:00,18.0,OTHER,RETURN_HOME,WALKING,WALKING,,,,,190.11981372
8937,8937,46_0898-vendredi-44883-1,46_0898,Friday,2022-11-18,Normal,1,Internal,PARIS-11E-ARRONDISSEMENT,PARIS-15E-ARRONDISSEMENT,75111,75115,PARIS,PARIS,2022-11-18,09:00:00,2022-11-18,09:34:00,34.0,DEPART_HOME,BUSINESS,SUBWAY,SUBWAY,,,,,190.4906228
8938,8938,46_0898-vendredi-44883-2,46_0898,Friday,2022-11-18,Normal,2,Internal,PARIS-15E-ARRONDISSEMENT,PARIS-11E-ARRONDISSEMENT,75115,75111,PARIS,PARIS,2022-11-18,17:33:00,2022-11-18,18:13:00,40.0,BUSINESS,RETURN_HOME,SUBWAY,SUBWAY,,,,,190.4906228
8939,8939,46_0898-samedi-44884-PDT,46_0898,Saturday,2022-11-19,Normal,No_Traces,,,,,,,,,,,,,,,,,,,,,0.0
8940,8940,46_0898-dimanche-44885-1,46_0898,Sunday,2022-11-20,Normal,1,Internal,PARIS-11E-ARRONDISSEMENT,PARIS-3E-ARRONDISSEMENT,75111,75103,PARIS,PARIS,2022-11-20,13:12:00,2022-11-20,13:25:00,13.0,DEPART_HOME,PURCHASE,BUS,BUS,,,,,232.48433407
8941,8941,46_0898-dimanche-44885-2,46_0898,Sunday,2022-11-20,Normal,2,Internal,PARIS-3E-ARRONDISSEMENT,PARIS-11E-ARRONDISSEMENT,75103,75111,PARIS,PARIS,2022-11-20,13:46:00,2022-11-20,14:01:00,15.0,PURCHASE,RETURN_HOME,WALKING,WALKING,,,,,232.48433407
8942,8942,46_0898-dimanche-44885-3,46_0898,Sunday,2022-11-20,Normal,3,Internal,PARIS-11E-ARRONDISSEMENT,PARIS-12E-ARRONDISSEMENT,75111,75112,PARIS,PARIS,2022-11-20,14:35:00,2022-11-20,14:56:00,21.0,DEPART_HOME,ACCOM,SUBWAY,SUBWAY,,,,,232.48433407
8943,8943,46_0898-dimanche-44885-4,46_0898,Sunday,2022-11-20,Normal,4,Internal,PARIS-12E-ARRONDISSEMENT,PARIS-4E-ARRONDISSEMENT,75112,75104,PARIS,PARIS,2022-11-20,15:00:00,2022-11-20,15:16:00,16.0,ACCOM,LEISURE,SUBWAY,SUBWAY,,,,,232.48433407
8944,8944,46_0898-dimanche-44885-5,46_0898,Sunday,2022-11-20,Normal,5,Internal,PARIS-4E-ARRONDISSEMENT,PARIS-11E-ARRONDISSEMENT,75104,75111,PARIS,PARIS,2022-11-20,17:16:00,2022-11-20,17:26:00,10.0,LEISURE,RETURN_HOME,WALKING,WALKING,,,,,232.48433407
9106,9106,46_0909-lundi-44879-PDT,46_0909,Monday,2022-11-14,Normal,No_Traces,,,,,,,,,,,,,,,,,,,,,0.0
9107,9107,46_0909-mardi-44880-1,46_0909,Tuesday,2022-11-15,Normal,1,Internal,PARIS-12E-ARRONDISSEMENT,LEVALLOIS-PERRET,75112,92044,PARIS,IS,2022-11-15,08:24:00,2022-11-15,09:32:00,68.0,DEPART_HOME,WORK,PRIV_CAR_DRIVER,PRIV_CAR_DRIVER,,,,,280.00073434
9108,9108,46_0909-mardi-44880-2,46_0909,Tuesday,2022-11-15,Normal,2,Internal,LEVALLOIS-PERRET,PARIS-12E-ARRONDISSEMENT,92044,75112,IS,PARIS,2022-11-15,19:17:00,2022-11-15,20:13:00,56.0,WORK,RETURN_HOME,PRIV_CAR_DRIVER,PRIV_CAR_DRIVER,,,,,280.00073434
9109,9109,46_0909-mercredi-44881-1,46_0909,Wednesday,2022-11-16,Normal,1,Internal,PARIS-12E-ARRONDISSEMENT,LEVALLOIS-PERRET,75112,92044,PARIS,IS,2022-11-16,08:21:00,2022-11-16,09:15:00,54.0,DEPART_HOME,WORK,PRIV_CAR_DRIVER,PRIV_CAR_DRIVER,,,,,275.0417677
9110,9110,46_0909-mercredi-44881-2,46_0909,Wednesday,2022-11-16,Normal,2,Internal,LEVALLOIS-PERRET,LEVALLOIS-PERRET,92044,92044,IS,IS,2022-11-16,13:04:00,2022-11-16,13:17:00,13.0,WORK,PURCHASE,BIKE,BIKE,,,,,275.0417677
9111,9111,46_0909-mercredi-44881-3,46_0909,Wednesday,2022-11-16,Normal,3,Internal,LEVALLOIS-PERRET,LEVALLOIS-PERRET,92044,92044,IS,IS,2022-11-16,13:19:00,2022-11-16,14:04:00,45.0,PURCHASE,WORK,WALKING,WALKING,,,,,275.0417677
9112,9112,46_0909-mercredi-44881-4,46_0909,Wednesday,2022-11-16,Normal,4,Internal,LEVALLOIS-PERRET,PARIS-12E-ARRONDISSEMENT,92044,75112,IS,PARIS,2022-11-16,18:57:00,2022-11-16,20:21:00,84.0,WORK,RETURN_HOME,PRIV_CAR_DRIVER,PRIV_CAR_DRIVER,,,,,275.0417677
9113,9113,46_0909-jeudi-44882-1,46_0909,Thursday,2022-11-17,Normal,1,Internal,PARIS-12E-ARRONDISSEMENT,LEVALLOIS-PERRET,75112,92044,PARIS,IS,2022-11-17,08:25:00,2022-11-17,09:26:00,61.0,DEPART_HOME,WORK,PRIV_CAR_DRIVER,PRIV_CAR_DRIVER,,,,,276.68093612
9114,9114,46_0909-jeudi-44882-2,46_0909,Thursday,2022-11-17,Normal,2,Internal,LEVALLOIS-PERRET,LEVALLOIS-PERRET,92044,92044,IS,IS,2022-11-17,12:26:00,2022-11-17,12:49:00,23.0,WORK,LEISURE,WALKING,WALKING,,,,,276.68093612
9115,9115,46_0909-jeudi-44882-3,46_0909,Thursday,2022-11-17,Normal,3,Internal,LEVALLOIS-PERRET,LEVALLOIS-PERRET,92044,92044,IS,IS,2022-11-17,14:00:00,2022-11-17,14:04:00,4.0,LEISURE,WORK,WALKING,WALKING,,,,,276.68093612
9116,9116,46_0909-jeudi-44882-4,46_0909,Thursday,2022-11-17,Normal,4,Internal,LEVALLOIS-PERRET,SAINT-MANDE,92044,94067,IS,IS,2022-11-17,17:31:00,2022-11-17,18:16:00,45.0,WORK,HEALTH,SUBWAY,SUBWAY,,,,,276.68093612
9117,9117,46_0909-jeudi-44882-5,46_0909,Thursday,2022-11-17,Normal,5,Internal,SAINT-MANDE,PARIS-12E-ARRONDISSEMENT,94067,75112,IS,PARIS,2022-11-17,19:42:00,2022-11-17,20:02:00,20.0,HEALTH,RETURN_HOME,WALKING,WALKING,,,,,276.68093612
9118,9118,46_0909-vendredi-44883-1,46_0909,Friday,2022-11-18,Normal,1,Internal,PARIS-12E-ARRONDISSEMENT,NANTERRE,75112,92050,PARIS,IS,2022-11-18,08:44:00,2022-11-18,09:38:00,54.0,DEPART_HOME,WORK,TRAIN,SUBWAY,TRAIN,,,,276.88132944
9119,9119,46_0909-vendredi-44883-2,46_0909,Friday,2022-11-18,Normal,2,Internal,NANTERRE,PARIS-3E-ARRONDISSEMENT,92050,75103,IS,PARIS,2022-11-18,17:33:00,2022-11-18,18:05:00,32.0,WORK,PURCHASE,TRAIN,TRAIN,SUBWAY,,,,276.88132944
