Unnamed: 0.1,Unnamed: 0,ID,CODGEO,AREA_NAME,SEX,AGE,DIPLOMA,PRO_CAT,TYPE_HOUSE,NBPERS_HOUSE,NB_10,NB_11_17,NB_18_24,NB_25_64,NB_65,PMR,DRIVING_LICENCE,NB_CAR,TWO_WHEELER,BIKE,ELECT_SCOOTER,NAVIGO_SUB,IMAGINER_SUB,OTHER_SUB_PT,BIKE_SUB,NSM_SUB,WEIGHT_INDIV
1198,1198,3_2195,93033,Gournay-sur-Marne,Woman,18,Lower secondary certificate (Brevet) or equivalent,7,Living with one or both parents,3,0,1.0,1.0,1,0,False,False,1,0,0,1,False,False,False,False,False,2472.1773137
1206,1206,3_2205,75105,Paris,Woman,41,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,In a couple with child(ren),5,2,1.0,0.0,2,0,False,True,1,0,0,1,,False,True,False,False,3236.204062
1392,1392,42_0007,75103,Paris,Man,57,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",2,Living alone,1,0,0.0,0.0,1,0,False,True,1,0,0,0,True,False,False,False,False,1441.6424693
1393,1393,42_0008,75103,Paris,Woman,68,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",6,Living alone,1,0,0.0,0.0,0,1,False,True,0,0,1,0,True,False,False,False,False,923.9349292
1395,1395,42_0010,75104,Paris,Woman,45,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",3,In a couple with child(ren),4,0,2.0,0.0,2,0,False,False,0,0,3,0,True,False,False,False,False,3399.025442
1396,1396,42_0011,75105,Paris,Woman,22,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",7,Living alone,1,0,0.0,0.0,0,0,False,True,0,0,0,0,False,True,False,False,False,818.91514887
1397,1397,42_0012,75105,Paris,Man,72,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",6,In a couple without children,1,0,0.0,0.0,0,1,False,True,0,0,0,0,True,False,False,False,False,835.67971049
1398,1398,42_0013,75105,Paris,Woman,25,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,In a couple without children,2,0,0.0,0.0,2,0,False,True,0,0,2,0,,True,False,True,False,2618.4485357
1400,1400,42_0015,75106,Paris,Woman,25,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,Living alone,1,0,0.0,0.0,0,0,False,True,0,0,1,0,False,False,False,False,False,1284.1462096
1401,1401,42_0018,75110,Paris,Man,39,,3,In a couple without children,1,0,0.0,0.0,1,0,False,True,0,0,0,1,True,False,False,False,False,1971.395822
1405,1405,42_0025,75111,Paris,Woman,59,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",4,Living alone,1,0,0.0,0.0,0,0,True,False,0,0,0,0,True,False,False,False,False,917.22787515
1406,1406,42_0026,75119,Paris,Man,39,,7,In a couple with child(ren),4,2,0.0,0.0,2,0,False,True,0,0,1,0,False,False,False,True,True,1856.0014246
1414,1414,42_0038,75114,Paris,Man,23,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",7,Not related to other household members,2,0,0.0,2.0,0,0,False,False,0,0,0,0,False,True,False,True,False,1489.6559194
1417,1417,42_0041,75114,Paris,Man,67,Upper secondary diploma (Baccalauréat) or equivalent,6,In a couple with child(ren),1,0,0.0,1.0,0,0,False,True,1,0,0,0,False,False,False,False,False,4926.0557036
1423,1423,42_0049,75116,Paris,Man,21,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",7,Living alone,1,0,0.0,1.0,0,0,False,True,0,0,0,0,False,True,False,False,False,749.30461016
1424,1424,42_0050,75117,Paris,Man,60,,3,In a couple without children,2,0,0.0,0.0,2,0,False,True,0,0,0,0,True,False,False,False,False,2680.5167679
1432,1432,42_0059,75118,Paris,Woman,42,,3,Living alone,1,0,0.0,0.0,1,0,False,False,0,0,0,0,True,False,False,False,False,2235.7612656
1433,1433,42_0060,75118,Paris,Woman,23,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",4,In a couple without children,2,0,0.0,2.0,0,0,False,False,0,0,0,0,True,False,False,False,False,2348.4857671
1434,1434,42_0061,75118,Paris,Man,44,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,Single parent (divorced / separated / widowed),1,0,1.0,0.0,0,0,False,True,0,0,4+,0,False,False,False,False,False,1375.0003715
1435,1435,42_0062,75118,Paris,Man,68,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",6,In a couple without children,2,0,0.0,0.0,0,2,False,True,1,0,3,0,True,False,False,False,False,2079.9197528
1437,1437,42_0066,75119,Paris,Man,70,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",6,Living alone,1,0,0.0,0.0,0,1,False,True,1,0,0,0,True,False,False,False,False,965.90732695
1440,1440,42_0071,75120,Paris,Woman,69,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",6,In a couple without children,1,0,0.0,0.0,0,1,False,True,0,0,0,0,True,False,False,False,False,923.9349292
1568,1568,42_0223,92049,Montrouge,Woman,38,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",7,Living alone,1,0,0.0,0.0,0,0,False,True,0,0,0,0,True,False,False,False,False,600.2069808
1575,1575,42_0230,92040,Issy-les-Moulineaux,Man,48,,3,In a couple with child(ren),4,0,1.0,1.0,2,0,False,True,2,0,0,0,,False,False,False,True,3368.0869846
1586,1586,42_0242,92046,Malakoff,Woman,26,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",3,Not related to other household members,1,0,0.0,0.0,1,0,False,False,0,0,0,0,True,False,False,False,False,1126.7168743
1596,1596,42_0253,92020,Chatillon,Woman,52,Upper secondary diploma (Baccalauréat) or equivalent,4,Single parent (divorced / separated / widowed),1,0,0.0,0.0,1,0,False,True,0,0,0,0,True,False,False,False,False,3382.4245394
1606,1606,42_0263,92026,Courbevoie,Woman,25,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,Living alone,1,0,0.0,0.0,0,0,False,True,1,0,0,0,True,False,False,False,False,1286.7538771
1652,1652,42_0317,93070,Saint-Ouen-sur-Seine,Man,40,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,Living alone,1,0,0.0,0.0,0,0,False,False,0,0,1,0,True,False,False,False,False,378.16692909
1674,1674,42_0340,94002,Alfortville,Woman,27,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",7,In a couple without children,1,0,0.0,0.0,1,0,False,True,1,0,1,0,False,False,False,False,False,799.61474316
1684,1684,42_0350,94043,Le Kremlin-Bicetre,Man,24,,5,Living with one or both parents,3,0,2.0,0.0,1,0,False,True,0,0,2,0,True,False,False,True,True,1112.1312335
1700,1700,42_0368,94046,Maisons-Alfort,Man,25,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",2,In a couple without children,1,0,0.0,0.0,1,0,False,True,1,0,1,0,False,False,False,False,False,436.08320142
1701,1701,42_0369,94076,Villejuif,Man,37,Lower secondary certificate (Brevet) or equivalent,4,Single parent (divorced / separated / widowed),2,2,0.0,0.0,0,0,False,False,0,0,0,0,True,False,False,False,False,7547.9674215
1731,1731,42_0402,75115,Paris,Woman,77,Upper secondary diploma (Baccalauréat) or equivalent,6,Living alone,1,0,0.0,0.0,0,1,False,True,0,0,0,0,True,False,False,False,False,4655.7584
1741,1741,42_0412,75120,Paris,Man,34,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",3,Living alone,1,0,0.0,0.0,1,0,False,True,0,0,0,0,True,False,False,True,False,1412.2551818
1764,1764,42_0436,75113,Paris,Woman,36,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,In a couple without children,2,0,0.0,0.0,2,0,False,True,0,0,0,0,True,False,False,False,False,2957.2772571
1776,1776,42_0451,75120,Paris,Woman,35,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,In a couple with child(ren),3,1,0.0,0.0,2,0,False,True,1,0,1,1,False,False,False,False,False,3525.5161165
1792,1792,42_0467,92024,Clichy,Man,44,Upper secondary diploma (Baccalauréat) or equivalent,3,In a couple without children,2,0,0.0,0.0,2,0,False,False,0,0,0,0,True,False,False,False,False,11425.244183
1801,1801,42_0479,75113,Paris,Man,41,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,In a couple without children,2,0,0.0,0.0,2,0,False,True,0,0,0,0,True,False,False,True,False,2742.1303401
1821,1821,42_0506,92040,Issy-les-Moulineaux,Man,61,"Vocational certificate (CAP, BEP) or equivalent",3,In a couple with child(ren),2,0,0.0,0.0,2,0,False,True,1,0,0,1,,False,True,False,False,9853.3659992
1826,1826,42_0511,92044,Levallois-Perret,Woman,66,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",6,Living alone,1,0,0.0,0.0,0,0,True,True,0,0,0,0,True,False,False,False,False,1600.4573264
1829,1829,42_0515,75114,Paris,Woman,23,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,In a couple without children,1,0,0.0,1.0,0,0,False,True,0,0,0,0,True,False,False,True,False,1284.1462096
1830,1830,42_0516,75119,Paris,Woman,17,Upper secondary diploma (Baccalauréat) or equivalent,7,Living with one or both parents,3,0,1.0,1.0,1,0,False,False,0,0,0,1,True,True,False,False,False,8631.2203628
1841,1841,42_0529,75111,Paris,Woman,32,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",3,In a couple without children,2,0,0.0,0.0,2,0,False,False,0,0,2,0,False,False,False,False,False,3356.7280094
1844,1844,42_0532,75111,Paris,Man,24,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",7,Living with one or both parents,9,4,0.0,3.0,2,0,False,True,2,3,4+,0,False,False,False,True,True,2882.055946
1845,1845,42_0533,75111,Paris 11e Arrondissement,Man,28,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,In a couple without children,2,0,0.0,0.0,2,0,False,True,1,0,3,0,False,False,False,True,False,3036.8781687
1854,1854,42_0543,75113,Paris,Woman,37,Upper secondary diploma (Baccalauréat) or equivalent,4,Living alone,1,0,0.0,0.0,1,0,False,False,0,0,0,0,True,False,False,False,False,4906.2175862
1864,1864,42_0557,75116,Paris,Woman,44,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",8,Living alone,1,0,0.0,0.0,0,0,False,False,0,0,0,0,False,False,True,False,False,718.69125577
1866,1866,42_0559,75112,Paris,Woman,37,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",8,In a couple without children,2,0,0.0,0.0,2,0,False,True,0,0,1,0,False,False,True,False,False,1495.3222211
1867,1867,42_0560,94081,Vitry-sur-Seine,Man,49,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",2,Living alone,1,0,0.0,0.0,1,0,False,True,1,0,0,0,True,False,False,False,False,506.91269609
1877,1877,42_0574,75102,Paris,Woman,66,,4,Single parent (divorced / separated / widowed),2,0,0.0,1.0,1,0,False,True,0,0,0,0,True,True,True,False,False,3828.4778768
1895,1895,42_0593,75117,Paris,Man,28,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,In a couple without children,2,0,0.0,0.0,2,0,False,True,0,1,0,0,False,False,True,False,False,2742.1303401
1909,1909,45_611,75119,Paris,Man,42,,2,In a couple without children,2,0,0.0,0.0,2,0,False,True,0,0,0,0,True,False,False,False,False,3504.3396879
1953,1953,45_664,92049,Montrouge,Man,61,Upper secondary diploma (Baccalauréat) or equivalent,4,Single parent (divorced / separated / widowed),1,0,0.0,0.0,0,0,True,True,2,1,1,0,True,False,False,True,False,3625.913196
1957,1957,45_668,75115,Paris,Woman,75,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",6,Living alone,1,0,0.0,0.0,0,1,False,True,1,0,0,0,True,False,False,False,False,1088.1178333
1977,1977,45_693,75116,Paris,Man,67,"Vocational certificate (CAP, BEP) or equivalent",6,Living alone,1,0,0.0,0.0,0,1,False,True,0,0,0,0,True,False,False,False,False,4052.4758901
1984,1984,45_703,93049,Neuilly-Plaisance,Man,54,"Vocational certificate (CAP, BEP) or equivalent",4,In a couple with child(ren),3,0,0.0,1.0,2,0,False,True,1,1,0,0,False,False,False,False,False,12805.196356
2046,2046,46_0793,75113,Paris,Woman,48,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,In a couple with child(ren),4,2,0.0,0.0,2,0,False,True,1,0,1,0,True,False,False,False,False,2502.6973329
2051,2051,46_0799,75114,Paris,Man,31,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,In a shared apartment (flat-sharing),3,0,0.0,0.0,3,0,False,False,0,0,4+,0,False,False,False,True,False,3206.8922821
2052,2052,46_0800,94043,Le Kremlin-Bicetre,Man,52,,3,Living alone,1,0,0.0,0.0,0,0,False,True,1,1,2,0,False,False,False,False,False,692.88191139
2066,2066,46_0821,75117,Paris,Woman,23,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",7,Living alone,1,0,0.0,0.0,0,0,False,True,0,0,0,0,True,False,False,True,False,818.91514887
2077,2077,46_0835,92075,Vanves,Woman,66,Upper secondary diploma (Baccalauréat) or equivalent,6,Living alone,1,0,0.0,0.0,0,1,False,True,0,0,0,0,True,False,False,False,False,5627.4612504
2088,2088,46_0848,94042,Joinville-le-Pont,Woman,35,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,In a couple without children,1,0,0.0,0.0,1,0,False,True,0,0,2,0,True,False,False,False,False,400.53401497
2095,2095,46_0856,75113,Paris,Man,45,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",2,Living alone,1,0,0.0,0.0,1,0,False,True,0,0,0,0,True,False,False,False,False,1870.1872741
2096,2096,46_0857,75113,Paris,Woman,44,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",3,Single parent (divorced / separated / widowed),2,0,1.0,0.0,1,0,False,True,0,0,1,0,False,False,False,False,False,4372.1595837
2105,2105,46_0868,92075,Vanves,Man,42,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,In a couple with child(ren),4,2,0.0,0.0,2,0,False,True,1,0,4+,0,True,False,False,False,False,2594.7477257
2108,2108,46_0872,75112,Paris,Man,29,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,In a couple without children,1,0,0.0,0.0,1,0,False,True,0,0,1,0,True,False,False,True,False,1375.0003715
2115,2115,46_0879,75119,Paris,Woman,49,"Vocational certificate (CAP, BEP) or equivalent",4,In a couple with child(ren),5,0,0.0,2.0,3,0,False,False,0,0,0,2,False,False,False,False,False,6775.2337737
2119,2119,46_0883,75115,Paris,Woman,50,,3,In a couple without children,1,0,0.0,0.0,1,0,False,True,1,0,0,0,True,False,False,False,False,1688.8898811
2123,2123,46_0888,75113,Paris,Man,29,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",3,Living alone,1,1,0.0,0.0,0,0,False,True,0,0,0,0,True,False,False,False,False,1412.2551818
2131,2131,46_0898,75111,Paris,Woman,25,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,Living alone,1,0,0.0,0.0,1,0,False,True,0,0,1,0,True,False,False,True,False,1284.1462096
2140,2140,46_0909,75112,Paris,Woman,43,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,Living alone,1,0,0.0,0.0,0,0,False,True,1,0,1,0,True,False,False,True,False,1792.9571159
2152,2152,46_0924,75113,Paris,Woman,69,Lower secondary certificate (Brevet) or equivalent,6,Living alone,1,0,0.0,0.0,0,0,False,True,0,0,0,0,True,False,False,False,False,4655.7584
2156,2156,46_0930,75119,Paris,Woman,25,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,In a couple without children,1,0,0.0,0.0,1,0,False,True,0,0,0,0,True,False,False,True,False,1284.1462096
2170,2170,46_0946,92024,Clichy,Man,26,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,Living alone,1,0,0.0,0.0,0,0,False,True,0,0,1,0,True,True,False,False,False,1285.7965172
2173,2173,46_0949,75120,Paris,Man,30,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,Not related to other household members,2,0,0.0,0.0,2,0,False,True,0,0,1,0,True,False,False,True,False,2742.1303401
2181,2181,46_0959,75112,Paris,Man,36,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",5,In a couple without children,2,0,0.0,0.0,2,0,False,True,0,0,2,0,True,False,False,False,False,2529.3359052
2183,2183,46_0961,75116,Paris,Man,30,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",7,Not related to other household members,2,0,0.0,0.0,2,0,False,True,0,0,0,0,True,False,False,True,False,1822.8662529
2190,2190,46_0970,75111,Paris,Man,23,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",7,Living alone,1,0,0.0,1.0,0,0,False,True,0,0,0,0,False,True,False,True,False,587.15425839
